@relation all-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute text string
@attribute class {-1,1}

@data
'þu herkezin bana geçen nazýna baþlýcam artýk yetti gayrii a aaa',-1
'annenide sevmezdim',-1
'sen benim en kýymetlimsin  ?',-1
'þiddetli lodosun üstüne bi de elektrikler gidince korku filmi sahnelerini aratmaz oldu bizim mahalle',-1
'anladým ki ciddi ciddi benim þansým yok  ? ? ? ? ? ?',-1
'hayal kýrýklýklarýyla dolu benim kalbim bir kaç çizik fazla olsa farketmez',-1
'bir sinirde silinicekse herþey keþke hiç baþlamasaymýþ',-1
'ah sizi lanet olasi sigarasi olan varmiiiiiiii yok mi',-1
'sonuna kadar geldim askin kavusamadim ben sana',-1
'dersaneyi 3 te yapýyonda sýnav neden sabahýn 9unda acaba',-1
'içine atmak diye biþey varken anlatmaya ne gerek vardý  ?',-1
'bir kadýnýn kaderi sevdiði adamýn ihanetiyle sevmediði adamýn sadakatý arasýnda çizilir leo tolstoy',-1
'bu servaný takýma kim getirdi amk',-1
'amanin amanin',-1
'bu havada niþan mi olur  ? bu havada niþana mý gidilir  ? bu havada halay cekilmez çünkü mendil uçar',-1
'hayir ingilizce odevi cikti olsa nr olurdu ? ödev olmasa ne olurdu ?',-1
'sensiz olmaz demem asla ben kisilere bagli kalmam ki ',-1
'adýnýzý neden röntgenciniz ayþeniz fatmanýz falan yapýyosunuz ne ara bizim oldunuz salak mýsýnýz',-1
'servan sana sovmuyom ama en kisa zamanda futbol hayatin bitsin sgit su takimdan',-1
'güvendiðimiz daðlara kar yaðdý',-1
'behzat hoca bak buraya dedikce neden gülüyorum ki iyice delirdim behzatrasuli',-1
'kimsenin namusu bana kalmýþ deðil biraderim',-1
'hiç bitmemesi gereken günlerdi ama  ? ? ? ?',-1
'raký ile hava atýlmaz dert atýlýlýr dostluk katýlýr ? ?',-1
'seviyorsan uðraþacaksýn konuþacaksýn çünkü gurur kimseyi mutlu etmez dm homes httpstcobssyszpscb',-1
'bi mucize falan gerçekleþmezse bu sene de tek baþýmayým 14 þubatta',-1
'üzülünce naparsýn naparsýn ',-1
'olum siz siz olun olcuyu kacirmayin bak verirken agziniza siciliyo net',-1
'allah aþkýna bu cirkin kýzlar bu erkekleri bir yerden satýn mi alýyor hayýr öyleyse bizde gidip alalým d yani nasýl oluyor bu iþ ',-1
'gencler hayatlarinda ortalama kac saat otobüs bekleyerek geciriyor ?',-1
'adam bacaðýna mizah yapmýþ daha ne olsun ',-1
'ikinci þansa gerek yok insanlar deðiþmez',-1
'bu kadar ego neden ? ? ?',-1
'valla ben kimsenin mutluluðuyla mutlu olamýyorum çünkü o mutluluðun götlerinde patlayacaðýný biliyorum',-1
'yazýklar olsun',-1
'meltem7t ahmet davutoðlu istiyoruz ki izmir’i akdeniz’in merkez þehri yapalým',-1
'doðuþtan cahil bunlar',-1
'allahým ölüyorum galiba',-1
'sabrýma aðýr gelen insanlar var',-1
'yaþamak nadir rastladýðým bir þey',-1
'ciddiye alinmiyorsak pekte yapacak bisey kalmamýþtýr',-1
'naptý okuyup üfledimi amk drumviator',-1
'hayatýn kendi hesabý varmýþ boþuna hesaplar yaptýk ',-1
'siz gerilimi kalabalik otobuse arka kapidan binip akbilinin gelmesini bekleyen bana sorun',-1
'ben de bilmiyorum ki  ? ?',-1
'popiler dediðiniz çocuklarlarla biz dalga geçiyozd',-1
'30 saniyede bir ruh halim deðiþtiði için yaþamakta zorluk çekiyorum  ? ?',-1
'bittibitmez dediðimiz masallar',-1
'afyona bu trafik fazla',-1
'iþin kötü tarafý araba hararet yaptý kaldýk burda ! !  ? ? ? ? gülpýnar dinlenme tesisleri in adapazarý türkiye httpstcolrjphej8r6',-1
'bana ulasamamak nasil bir duygu  ? ? kaybettin bu davayi  ? ? ? ?',-1
'ya servan ebeni sikeyim senin bu ne amk adam ayaðýnda top tutamýyo daha',-1
'hala utanmadansýkýlmadan beni sevdigini yazýyorsunharbi karaktersizsin',-1
'þefkat görmeden þefkat göstermek zordur sevilmeden sevmenin zor olmasý gibi',-1
'benden uzak oynayýn  ? ? ? ? ? ?',-1
'asiri ruzgar var ya murat market httpstcojp3wths1ny',-1
'bugünde 100 lira pic oldu',-1
'ah bu yanlýþ anlamalar yok mu  ? ?',-1
'senin göndermeli tweetlerin olmayan sikimde bile deðil  ? ?',-1
'abi ne biliyim içim acýyý ya',-1
'aslýnda eski devirde yaþasak daha iyiydi ama doðduk bikere  ? ?',-1
'bu lodosta uçak kalkmaz diyerek neden moralimi siktin',-1
'bulent arinc da aglamaya doyamadi',-1
'yalnýzým dostlarým mutsuzum mutsuz home  ? ? in mersin httpstcott2feygp7x',-1
'konuþacak bir allahýn kulu olmayinca insan hiç birþeyden keyif almýyor',-1
'belki yaðmura da gerek kalmazdý insanlar bu kadar kirli olmasaydý',-1
'hayatýmýn özeti sýkýlýyorum',-1
'allah kadini sev diye yaratmiþüz diye deðil öküzz',-1
'karýþýkkk çok karýþýkkk ! ! ! ! !',-1
'sizden vazgeçersem haram olsun  ? ? ozgemiraontas with ',-1
'zaten hep böyle deðil mi her þeyzamanla zamanla unutulup gidiyorsýradanlaþýyorbasitleþiyor',-1
'ay sen çok komiksiiin',-1
'senle benle ilgilenmez perasilvanya ile meþgul o aðrý umunrda deðil ! [memleket04]',-1
'size bir belâ ve musibet geldiði zaman sakýn oh demeyin çünkü bu þeytanýn ismidir',-1
'kendime yanarým bundan sonra  ? ?',-1
'satýlcak bir böbreðim bile yok ',-1
'her gözyaþý damlasýnda kaybeder insan sevdiðini',-1
'hadi fenerbahçem senden baþkasý yalan ! !',-1
'aþký siktir et bana kumarda kazanmak lazým',-1
'yeterince sabýrlý olmakta yetmiyor bazen',-1
'yanlýþlýkla fotoyu sildik amk',-1
'þimdi hangi cenneti cehennem yapýyorsun nalet',-1
'böyle salakça bir gol yenirmi amýna koyým ya',-1
'kadýn milletinde ne çene var 5 saattir aralýksýz konuþulur mu hiç ? ben yoruldum dinlemekten  ? ?',-1
'quaresmaaaaaa sekti savunmadan direkten döndüüü kim koydu o direði oraya ? direkten döndü',-1
'liverpool deli gibi form tuttu hakkýmýzda hayýrlýsý',-1
'para yok aþk yok mutluluk yok',-1
'yine bir hayal kýrýklýðý',-1
'gelmiþ burda bana hayat sana güzel diyo ya ben sana geçmiþimi anlatsam oturur aðlarsýn be ? ?',-1
'geyikli tayt giymedim diye mi böyle oldu acaba amk',-1
'sevgililer günü tabi haram caným ne gerek var öyle þeylere',-1
'ben en çok martýya aþýk olmuþ balýk için üzülüyorum',-1
'nefes almak gerek boðazýn düðüm düðümken destan cafe in istanbul türkiye w gqezer httpstcor9qqayp5ws',-1
'idolüm böyleyken benden normal olamýmý beklemeyin sdggdsdg turkishbeliebersloveyoujustin httptcoontksuuyup',-1
'ulan dogru soyluyoz inanmiyo',-1
'benim hayatta istediðim hiç biþey olmadý',-1
'bi seni çok istedim seninde için benle dolmadý',-1
'egoiste dünyayý ver marsýda ister',-1
'cenaze dolayýsýyla kapalýyýz',-1
'burak özçivit sen film yazma boþver sadece oynasan yeter',-1
'kiraz belediye baþkaný saliha þengül de artýk ak kadrolarla hizmet verecek httptcole5e7d3hb6',-1
'býrak kopacaksa kopsun kýyamet sen rabbim için kýyam et',-1
'niye takým elbiseyle pezevenk gibi oluyorum aq ya',-1
'ne yaparsan yap fenerbahçenin büyümesini asla ve asla engelleyemeyeceksin ! bizim için aziz olan sadece aziz yildirimdýr ! aydncanerkan',-1
'arkadaþ bu nasýl rüzgar böyle korkuyom valla',-1
'seni bir kez gülümseten hiçbir þey için piþman olma',-1
'kaldýralým kupalarý allah aþkýna fenerbahçe düþmanlarý dönsün þaþkýna ! saldýrfener fenerinmacivar',-1
'kaybetmekten korktuðum ne varsa kaybettim ben',-1
'beni sevmeyeni bende sevmiyorum  ?',-1
'hayatý müsvette yaþamayýn temize çekmeye vaktiniz olmayabilir ',-1
'senle benle ilgilenmez perasilvanya ile meþgul o aðrý umrunda deðil ! [memleket04]',-1
'akþam olmasýýn ! ! ! ‹‹',-1
'ulan niye bugun gitti elektrik o kadar korku filmi izledim tirsiyorum',-1
'dur beynimi çýkarýyým da eþit þartlarda konuþalým',-1
'gençliðimi biletix ve giþe kuyruklarýnda heba ettim ',-1
'havanýn bu kadar soðuk olmasý da biraz ibnelik galiba',-1
'buradan birinin doðum günü 28 þubat arkadaþlar lütfen unutmayýn yoksa susmucak djfnkfm',-1
'nedemek kadýnlar cinsel obje olurmu öyle þey',-1
'senin yüzünden zamanla yaþlandýðýmý hissettim sevmediðin bi adamý koluna takman nispet mi',-1
'eskisi gibi olamayacaksak hiç konuþmayalým daha iyi',-1
'yuhhhhhhhh httptcol2a83njrxx',-1
'derdimi anlatacak kadar küfür biliyorum',-1
'gümüþhanede elit olmaktan bahsetmek ironi gibi ironi',-1
'samimiyet moda olunca cehalet meþrulaþtý',-1
'insanlari dusunmek suc olmus banane bu saatten sonra ne yapan yapsin umurumda degil ? ? ? ? ? ?',-1
'ya benim þampuaným bile gözümden bir damla yaþ gelmesin diye göz yakmayan formülü bulmuþ sen kim köpeksin beni aðlatýyosun',-1
'ortak gunahlarimiz var birlikte yanicaz ? ?',-1
'bilmem kýrdýðýmbozduðum kaçýncý telefon',-1
'hiç olmadýne ayýp þey httptcodfh7ab1cz9',-1
'kin yuttum kan kusturacaðým',-1
'adam gibi sevince de bi sikim olmuyor',-1
'aaa volkana karabukte kufur etmisler milli mactaki pozisyonun aynisi terkeder mi acaba stadi ? yok be gotu yemez dimi ? onun nazi orda gecmez',-1
'sozmuhendisi yaptýðým onca iyiliðin tek yanlýþta unutulduðunu gördüðümden beri kötü biriyim',-1
'yalnýzlýk paylaþýlmaz paylaþýlýrsa yalnýzlýk olmaz',-1
'ne çok acý var  ? ? ? ? httptco1ltb58n7mw',-1
'bunlar beni öldürcek ? ? ngumustass bar_dincer httptcovnprmkphy2',-1
'bu hayatýn aslý yok herþey fotokopi ben biraz silik çýkmýþým o kadar',-1
'korku filmine gerek yok sadece akþam haberlerini izle üç gün uyuma',-1
'trabzonsporlu bir aile neden fenerbahçe maçý izler',-1
'hadi antalyaspor görüm seni haddini bildir kskye',-1
'karaktersiz olmak senin suçun deðil',-1
'karaktersizliðini insanlara yansýtýp rahatsýzlýk vermek senin suçun',-1
'sarýþýn aptal ederse esmer iptal eder kumral yok eder',-1
'basbakan izmir kimsenin kalesi deðil milletimizin kalesidir akp nin kalesidir demiþ ahahhahah hadi gülelim biz buna ',-1
'sonraki 30 yýlý da görebilirsen çocuklardan kop emekli oltorun torba falan bak derken bitti iþte hayat anlayýþýnýz bu kadar basit',-1
'mutsuzken bana koyar mý tripleriniz çok gülünçarkadaþým bu acý sana saatte yüzseksen kilometre hýzla çarpmýþ iþte',-1
'sen nasil insansin otur kütüphanede ders calis bekle ne gidiyon nereye gidiyon',-1
'ak parti avcýlar gençlik kollarý 4 olaðan kongresi hayýrlara vesile olsun satýlmýþ httpstco4vjgk9suhn httptcoivcmxgqqdq',-1
'gazzeye güneþ doðacak kýþ bitecek yaz olacak gazzele o zalimlere mezar olacak',-1
'bence seviyomuþ gibi yapan insanlar ölsün',-1
'yaptýklarýndan utanacaksin söz veriyorum',-1
'futbolcularýmýzýn kansýz cüneyt çakýra karþi çok dikkatli olmasi lazim umarim kontrolu kaybetmezler',-1
'sena onlara kalmaya gidelim diye suan her yolu deniyo mal sjshbajg',-1
'sanki ben senin nerenin horozu olduðunu bilmiyom',-1
'laf sokmaya çalýþýp bi sikim yapamayan insanlarý da sevmiyorum',-1
'kimseyi kendinizden çok sevmeyin lütfen',-1
'yüzümü kara çýkarmaz diyordum',-1
'tip degil karakter önemli gerizekali misin',-1
'benim kurduðum hayalleri baþkasýyla yaþýyacak kadar düþtün sen',-1
'ateþ ediliyo memur amcalar oturmuþ çay içiyo',-1
'çünkü ne yaparsan yap yaranamazsýn !',-1
'mide bulandirici tavirlar ? ?',-1
'diyolar ki kadýnlar erkeklerdan daha istekli sanki mutluluðu ayaðýmýza getirdinizde biz teptik',-1
'laftreni ölümün olduðu bu dünyada hiçbir þey çok da ciddi deðildir aslýnda',-1
'belki mutluluk fazla geldi',-1
'onca umudumu piç etmiþliðin var',-1
'bütün günüm trafikte geçti ya avcýlar in avcilar istanbul türkiye w obirtalha httpstcooqefn5w1fp',-1
'bunu anladýlar hiç sýkýntý etmeyin httptcoxdcpmsyvjx',-1
'dayým vefat etmiþ',-1
'senin allah belaný versin ben daha ne diyim ki',-1
'gider ayak bütün mahalleyle kavga ettiðime göre bu þehir de iþim bitti',-1
'bu uglyselfiechallenge de kimse meydan okumadý die sevinirken ceylan bana meydan okumus alllahýn belasý',-1
'erdoðanýn egemen baðýþ sevgisi dillere destan ! httptcoa43bakqeg5',-1
'türkiyede 3 ayda 40 milyar sms atýlmýþ nereye gidiyo lan bu kadar sms  ?',-1
'insanlarda kuyulara benzerler iclerinde boðulabilirsiniz',-1
'paten kayanlari sevmiyorum abisi',-1
'zaman her þeyin ilacý deðil zehiri ? ?',-1
'tabiki bütün sinirlerimi bozdun  ? ? ? ? ? ?',-1
'senin karakterin birinin arkasýndan konuþacak kadarmýþ',-1
'gönül gözüyle baktýðýmdan gerceði göremiyordum  ? ?',-1
'peki ben hastayken halamýn en sevdiðim dondurmayý almasýna ne demeli  ? ? ? ? ? ?',-1
'o nasýl bir soðuk lan öyle  ? ? ? ? ? ?',-1
'nerdesin ki hic tahminin yok bugun icin öylesine yoksun merttyazicioglu  ? ? ?',-1
'içimdeki çocuk çýðlýklar atýyor aslýnda',-1
'hayatta 3 þeyi unutmayýn httptcoklwsmqcpm3',-1
'yakýnda ben de böyle olacaðým yemi ederimyapin la þu atamalarý yapinnnnnn httptcojblhib5kbt',-1
'þimdi böylesine küçük düþürdü tutku neden bizi',-1
'yýllardýr bu servan gibi adamlar yüzünden kahroluyoz zaten',-1
'mala gelmesin canýma gelsin artýk çok þey mi istiyorum  ? ? ? ?',-1
'antin kuntin iþler de hep bizi bulur zaten',-1
'tüm duygularým senle bitti',-1
'sustuðumdan bir þey anlamýyorsan çok da zorlamaya gerek yok',-1
'ya siz kendi kendinize benim tweetlerimi üstünüze alýnýp olay yaratmaya çalýþýrken o kýz niye alýnmýyo',-1
'karþýlýðýnda bir servet ödetmeyi biliyor ama o dev firmalar ',-1
'bilmeden bitirdim herseyi istemeden',-1
'hayat bu kadar zor olmak zorunda mýsýn ?',-1
'insanýn gülesi gelmiyor birdaha',-1
'ayrýlýða küfreder gibigülümse hayata',-1
'sema kadar deðerlimisinde havalanýyon',-1
'þaka yapmýyorum ders çalýþtým',-1
'yeter yaa saygý gösterdikçe yerin dibine sokuluyorsunhep ayný deðiþmeyecek hem de hiç',-1
'volkan demirel yine küfür yemiþ hakediyor demekki  ?',-1
'cocukluk arkadasim olmus bana acidan bahsetmeyin aw',-1
'sonraki 30 yýlý da görebilirsen çocuklardan kop emekli ol torun bak derken bitti iþte hayat anlayýþýnýz bu kadar basit',-1
'ne demek muhalefet baskanlik sistemini istemiyor o zaman dogru bisey koca cumhurbaskaninin kurdugu cumleye bak rezaletsin amk',-1
'aklýnýn dizginleri baþkasýnýn elinde olanýn kiþiliði ayaklar altýnda olur',-1
'ecemne sadece 1 haftanýn 1 fazlasý yani',-1
'birinin de beni sevmesi için daha ne yapmalýyým ?',-1
'karakterin ayaklar altýnda kalmýþ kaldýr istersen  ?',-1
'utanmasa rüzgar evi alýp götürecek aq',-1
'sorularýmýn cevabý nedir bunca dönen dümen mi ?',-1
'bana kendimden baþka kimsenin iyi gelmeyeceðini düþündüðüm sürece beklenti sýfýr kafa rahat allah bir uyumak süper ? ?',-1
'napalým çirkiniz diye ölelim mi ?',-1
'oho bugun halý saha maçýna gitmek için mercedes ile gelmediler neysee bmw ile gelmiþler bu hafta böyle idare edeyim amk',-1
'onlarca sözden birini tutsaydýn bari',-1
'geber inþ',-1
'allahým sana geliyom  ? ? httptcowwyguyqxex',-1
'bugün ölmediysem daha da ölmem lglfkfla',-1
'geçmiþ acý verir gelecek komada',-1
'bazen doðru olaný yapmanýn kendisidir erdem her þeyi isteyerek yaptýktan sonra insan iradesinin önemi kalýr mi ki  ?',-1
'senden sonra sevilmenin nasil bi duygu oldugunu unuttum ah be vicdansiz',-1
'neden olmuyor ki',-1
'acý kahve bok gibi',-1
'eþek sudan gelinceye kadar dövmek kadar saçma bi þey olamaz belki eþek suyu sevmiyor saçmalama hakkýmý kullanabilirim',-1
'göründüðünüz gibi olmayýn olduðunuz gibi görünün',-1
'tatlý olucam diye konuþurken fare gibi fiyk fiyk sesleri çýkartan kýzlarsizi zehirlerim',-1
'ben bu yolda tekrar yürümem artýk buralardan geçemeem',-1
'servani oynatip ne yarah yiyon',-1
'kýza dikkat et kendine diyorum eyvallah diyo üstünü arasan tesbih filan da çýkar aq',-1
'seni sevmedigim yalan ! ! !',-1
'okullar açýlsa da tatil yapsak dershane daha fena',-1
'aman neyse herkes yolunu dümdüz çizdi ? ? ? ? ? ? ? ?',-1
'bendeki yürek senin korkundan bile büyükkkk ? ?',-1
'gormeden bile ozluyordum be',-1
'nerden biliceksin ki sevildigini',-1
'herkes hayatýna devam ederken birileri maç izleyip birileri gelinlik hayalleri kurarken ben neden çýkaramýyorum baþýmý yorganýn altýndan  ?',-1
'boþ boþ oturuyordum televizyon izliyim dedim sanýrým boþ boþ oturmak daha dolu bir iþti',-1
'kanser et bizi fenerbahçe',-1
'neden içindeki mutsuzluða veda edemez insan ?',-1
'hadi simdi düs üstüne bosta nasýl olsa',-1
'ilaçlarým biter bitmez alkole sarýlacaðým',-1
'suratsiz insanlar dan nefret ediyorum',-1
'tilkinin döndüðü kürkçü dükkaný oldum',-1
'lanet olsun bende bilmiyorum',-1
'belki biraz un kurabiyesi mutlu edebilirdi',-1
'alýþkanlýk var iþte yeni birine yer yok',-1
'tinerciler bile bir baþka sokak çocuklarýna daha çok güvenirdi sizin ki kalleþlik  ? ? ulus in ankara türkiye httpstcoheahpz1ifh',-1
'izmirde bile caný sýkýlan kýzým ben üzmeyin beni',-1
'bir selfie uðruna ya rab ne telefonlar düþüyor',-1
'bitermi bu iþ be gaziemir sevgi yolu in izmir httpstcokouifivrz2',-1
'iste þimdi kezbaný kýzdýrdýnýz !',-1
'sonumuz geldi beyler daðýlýn',-1
'söverim gelmiþine geçmiþine',-1
'kanka o kýz ateist allaha inanmýyo sana nasýl inansýn amk',-1
'çimen gözlümde biliyor benim ne sevdiði hiç az deðil',-1
'o kýzýn soyadý yakýnda çevrimiçi olacak yine de sen bilirsin kardeþim',-1
'misir konusunda abdullahin tavri acikti bunaramen turkiye gitti yagcilik yapti olusunede',-1
'dýsarida kopan fýrtýna mý kýyamet mi ben bilemedim sen söyle izmir',-1
'ne biçim bir yalnýzlýk içindeyim mk',-1
'onat yalýya gitti annemle babam fasýla ben tabikide evdeki sevilmeyen çocuk',-1
'öyle birden bire olmuyor yaralanmakinsan yaralanmaya çocukken baþlýyor',-1
'sarisin aptal ederse esmer iptal eder kumral ise yok eder',-1
'oksijeni bilmem ama sakaryanýn havasý þart bilader özledimmmmm',-1
'ahh ulan ahh httptco7icux7rp3f',-1
'daha dünki südük bana her konuda bilmiþlik taslýyor iþte bende buna ayar oluyorum',-1
'dön bir bak geçmiþe neyi kaybettiðin neyi tercih ettiðinle öyle baðlý ki birbirine ! bugün de ayný durum söz konusu seçimlerine dikkat et !',-1
'karabük maçýný 10 dakika seyredeceðim þike yoksa ki çok zayýf ihtimal devam edeceðim varsa ki büyük ihtimal güllerin savaþý daha iyi',-1
'iki gün üstüste komik biþey olmayýnca paniðe kapýlýyorum ',-1
'ya ölmüþsem ? ',-1
'der ki unutmalý zamana býrakmalý',-1
'hayat o kadar acý ki be göz makyajýný tonikle silmiþim onun bile acýsýný  hissetmedim',-1
'hakem cuneyt cakir allah yardimcimiz olsun',-1
'bir haftadýr odamdan çýkmýyorum bana asosyallikten bahsetmeyin ',-1
'lütfen tatilde gezememekten þikayet etmeyingünde 8 derse giriyoruz bize tatil falan yokyatýnuyuyunfilm izleyinmümkünse benim yerime de',-1
'biz burda psikoljisi düzgün insanlarý sevmeyiz',-1
'fýrýnda 3 saat var 3 ü de farklý gösteriyor sanki pil deðiþtirmek yerine saat alýnýyor',-1
'sinirden aðlamak istiyorum',-1
'madem bu kadar ödev vercektiniz tatil yapmasaydýnýz',-1
'ahahahah þeklinde gülen insanlar hiç samimi gelmiyor  ? ?',-1
'çok kalabalýk limonata in istanbul httpstco6ydrucckhl',-1
'siz siz olun antibiyotik yazan doktoru vurun  ? ?',-1
'tabikide künefe yemiyoz fakirler',-1
'caným dediðim canýmý aldý',-1
'siz varya siz benim gibi minik masum bir kýzý üzdüðünüz için geberin ? ? ? ? ?',-1
'ne kadar icersen ic sadece basin doner gidenler degil  ? ?',-1
'bisey diycem malmýsýnýz',-1
'yeovil kadar orospu cocugi bir takim yok takimin isminde bile hayir yok ye o vil amk',-1
'ölümde zor deðil aslýnda arkamýzda kalan olmasa',-1
'beraber güldüðün insan bir gün seni tek baþýna aðlatýr',-1
'geçtim ben herþeyden vazgeçtim bir gülüþün kaldý bende bir de çekip gidiþin hafýzamda',-1
'çok sinirliyimmmm  ? ? ? ?',-1
'lakin lafa gelince sanki sadece oydu seven kiþi ama bi elveda bile demeden tuttu hemen siki',-1
'naber ben iyi de sen sevdigime degmeyecek gibi',-1
'birde insaný sataný affetmeyeceksin',-1
'taklitlerden sýkýlýrsýn',-1
'yaptýðým onca iyiliðin tek yanlýþta unutulduðunu gördüðümden beri kötü biriyimarkadaþa göz yummakta bi yere kadar',-1
'beni mahveden sen helal olsun',-1
'evde wifi varken bile 3g açýk geziyorum fakirler ölsün hücresel veriden selamlar',-1
'içim dýþým serum oldu birazcýk huzur istiyorum artýk sezer group httpstcoy3cfndcirs',-1
'deðerli piç',-1
'eve dönmeye niyetimiz yok  ? ? ? ? bayrampasa forum istanbul awm httptcoulx3tqgo7m',-1
'herkes olma',-1
'bir kek cirpayim can sikintim gecsin diye girdigim mutfaktan kurabiye browni ve borek yapip ciktim durumun vahametiyle ilgili konusamicam',-1
'kanka herþeye banane diyorsun zor deðil kxjxjkskxkslsks',-1
'açaydým kollarýmý gelme diyeydim',-1
'son görülmesini kapatan insana güven olmaz',-1
'varsa sekliniz besiktasa bekleriz hepnizi sira sira dizeriz… httptcofn6cjkizac',-1
'bi zemzem icip sakinleþmeye ne dersin  ?',-1
'neyseler birikmiþ içimizde',-1
'ben bu bolunun yabancýsýyým yüzüme gülene güvenmemeliyim',-1
'volkan efendiye karabükte de küfredilmiþ fakat kendisi milli takýmdaki gibi sahayý terketmemiþ neden ? çünkü kendisi orospu çocuðu',-1
'bomboþ kalbimin odalarý bomboþ halsiz hissiz nasýl bu kadar loþ  ?',-1
'hüseyin yýldýrýmýn yaptýðý açýklamadatakýmýmýz iyi ama çok çalýþýp daha çok istememiz gerekiyortoplarý unutmayýnmalzeme kalmasýn dedi',-1
'senin için ölürüm aslýnda senin yüzünden ölmem asla',-1
'aslýnda seninle mutlu bir beraberliðimiz olabilirdi zalým kýz',-1
'hayvanseveriz diyip insan malina zarar veriyosunuz bu nasil zihniyet',-1
'laftreni bir kadýna zamanýnda iþ iþten geçmeden iyi davranmayý bilmek lazým',-1
'ben mutsuz olýyým sen mutlu ol hýý yok öyle bi dünya geber  ? ? ? ?',-1
'prensip olarak kimseyi umursamýyorum',-1
'annenin hasta olduðunu görmek kadar kötü birþey yok ',-1
'bizim de yasalarýmýz var',-1
'savaþçýlarýmýz meydanlarda yazýyorlar yasalarý',-1
'ne mal akrabalarým var amk',-1
'siz kimsiniz amina kodumun ben kimseyi tanimiyom',-1
'yuzumuze gülüyor arkamizdan konusuyolar ama kardesiz saçmalamayin',-1
'güvenmiyorum iyi niyetiniz bile kötü',-1
'semtin muhalif parklarý mor park in karþýyaka izmir w ragnar1912 httpstcowxrscmvouj httptcotarzhxxyik',-1
'benim 26 mayýstan beri kimseye tahammülüm de yok eyvallahým da isterseniz defolup gidebilirsiniz  ? ?',-1
'tolunay kaçamamýþ anlaþýlan fenere yenilmezse baþýna büyük bela alýr',-1
'73 olan netimi bu sinavda nasil 47 yaptim hayyret ediyorum gerçekten of of moral siffir siffir siffir',-1
'güzel olan herþey bitiyorçok alýþtým dediðimiz insanlarý bi çýrpýda kaybedebiliyoruz kimseye kendinizi kaptýrmayýn aþýrý baðlanmayýn',-1
'biz bile ayrildiysak durum gercekten vahim djdjdjd',-1
'seviyorsan uðraþacaksýn konuþacaksýn gurur kimseyi mutlu etmez',-1
'bazen yuzune bile bakmaya tenezzul etmeyecegim insanlari nasil sevmisim diye kendime sormuyor degilim',-1
'ama unutmayýn erkekler hiçbir kadýn melek deðil',-1
'çok unutulmuþ hissediyorum',-1
'ooo heves mi çok güzel kalýr kursaðýmda',-1
'kýzlar bütün hakkýmýzý bu orospu lanet karý almýþ httptcorf1f8vvahe',-1
'düþünmek için çok fýrsatým olunca sinir oldum',-1
'bana kýzlarla ilgili þaka yapma diyorum',-1
'ben telefonu þarja takýnca bile seninle konuþuyorum sen bana telefonu þarja takýyorum 2100 da mesaj atarým diyosun ya offfff',-1
'seviyorum deme inanmam artýk',-1
'bazý insanlar var hem denizi hemde selini seviyorlar kusura bakmasýn kimse ama ben onlarýn sevgisine pek de inanmýyorum ? ?',-1
'seviyosan konuþacaksýngurur kimseyi mutlu etmez',-1
'güvenmiyorum iyi niyetiniz bile kötü',-1
'iki biralýk adamlarla raký sofrasý kurulmaz',-1
'inanmadýðýn þeyi baþaramazsýn',-1
'basim dondu ne bu kalabalik  at markantalyaavm in antalya türkiye httpstco8cnjlvknzf',-1
'bana sakarya yok bana ingilicçe kursu var nifrit idiyirim  ? ? bornova amerikan kültür dil okullarý httpstco6nnvb43o46',-1
'uygarlýk döneminde kadýnlar adeta tanrilastirildi kutsallastirildi yükseklere konuldu þimdi ise yerderde harcaniyor pes artýk',-1
'altý üstü bi film açýcaksýn onuda yapamýyosun amk interneti',-1
'bu ne gicik gizli numara sjsjsk',-1
'valla küfredicem þimdi þimdi çýldýrýcammm',-1
'gün gelir emek emek ördüðün güven kalelerini birer birer devirirler',-1
'sevgili saç derim neden kepeklendim hayýr yani derdin ne',-1
'duygun yarsuvat kim ya böyle galatasaray baþkanýmý olur ya yaptýðý açýklamalarla gereksiz bir baþkan mayýs gelsede basýp gitse',-1
'bu yol hic çekilmez simdi tarsus adana tren hattý httpstcobohnmnzo8n',-1
'ehliyeti almadýmya her arabayý aldýðýmda arkamda polis arabasý biter',-1
'hayata bakisim guzel ama hayatimdakiler cok acimasiz httptcoob63r8keet',-1
'bir þehirbir yagmurbir yalniz adam bir de adamýn derdi onun islanmisligi ne yagmurdan ne yalnizliktan utaniyor adamligindan',-1
'gitmiþ olman hala burada olmadýðýn anlamýna gelmez',-1
'televizyondaki reklamlar içimdeki ses filminin fragmanýndan ibaret yeter biraz daha izlersem galasýna gidip kýrmýzý halýya kusacaðým',-1
'ota boka aðlamaktan nefret ediyorum',-1
'ne biçim bi hayvanseverliktir bu arkadaþ ya hayvanlarý korumak için eylem yaparken kendiniz hayvanlaþmayýn !  ! ! !',-1
'neden insanlýk hep bende kalýyor gidecek kimsesi yok mu ? ',-1
'ne zormus anlasilamamak',-1
'helak oldum',-1
'sokakta rahat yürümek yok ',-1
'tehlikenin menzili artýyor ',-1
'instagramda fotolarýma bakýp niye bütün fotoðraflarda sen varsýn diye soran iboya yok mu bi alkýþ ?',-1
'açýklamalarla vaktini harcama insanlar sadece duymak istediklerini duyar',-1
'bu iþler bana göre deðil deðil deðil  ? ?',-1
